funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
Bottom Non-Loyal,Services,Produce,3084472,2891153,15165775,5150013,191288,7987,0.3395812610961194,0.012613137145975065,243605301,110761590,4242996,155299,0.45467643579726535,0.01741750274966307
Moderate Loyal,Best Customer,No Department,2393637,2113835,1453063279,632510963,85361190,1226239,0.43529485063809115,0.05874567971929322,1238568647,540413371,41966836,334526,0.4363208872668969,0.03388333468770585
Bottom Non-Loyal,Weekly Specials,Gift Cards,5753586,5368656,12836831035,4858056208,172905246,5622858,0.37844668943249044,0.01346946497375939,12924013964,5124206390,169694667,9986275,0.3964872217156017,0.013130182888434396
Top Loyal,Diigital Coupons,Multi Department,3090127,2660634,62552998,30820142,4876254,37289,0.4927044743722755,0.07795396153514497,185448416,95635893,12919413,27212,0.515700781181113,0.06966580399371003
Narrow Consumption,Sale - Prie,Grocery,1222393,1111045,24059162,11738540,1720881,12822,0.4879031115048812,0.0715270548492088,7583314,3903466,283670,1302,0.5147440815453508,0.037407128334656856
Narrow Consumption,Sale - Prie,HBC,1023976,940529,21073271,11023493,1617645,12552,0.5231030816241105,0.0767628812821702,4234559,2113914,94841,772,0.4992052301077869,0.022396901306605953
Narrow Consumption,Sale - Price & Item,Pharmacy,1494031,1319740,348489369,170835959,9601094,94432,0.49021856675346676,0.027550608007212984,800385226,301976417,30745758,489243,0.37728884440952937,0.038413700054978274
New: Predicted Opportunity,Best Customer ,Grocery,40898,39323,665349,303694,23149,592,0.45644315990555334,0.0347922669155586,146350,68383,4348,77,0.4672565766996925,0.02970960027331739
Bottom Non-Loyal,Services,General Merchandise,5455810,5128760,3495262012,1131609037,38999193,3246324,0.3237551385604107,0.011157730912906451,4042570158,1656137249,50584875,3000600,0.40967433693701155,0.012513048140895123
Narrow Consumption,Seasonal,Gift Cards,1488605,1315027,999994047,418363527,13444486,323425,0.41836601753290237,0.01344456603550161,2622015925,1124882136,110675213,1364298,0.4290142272877309,0.04220996979642677
Top Loyal,Digital Coupons,Multi Department,3492722,2897195,5095976397,2864309437,418784062,1332587,0.5620727440351212,0.08217935668747173,18038396437,9032466949,1193787749,3689988,0.500735582597175,0.06618036992198077
New: Predicted Opportunity,Digital Coupons,No Department,98899,93948,56594886,28089484,1874179,28818,0.49632548071569577,0.03311569529444763,47074406,19209957,782203,32399,0.4080764609116895,0.016616311632269985
Unreliable Pattern,Ecommerce,Fresh,2689063,2459044,1465304129,532035235,23042885,1509573,0.3630886069795549,0.015725667145786087,1756147123,714114198,24430825,742422,0.4066368863105782,0.013911604944729906
Bottom Non-Loyal,Sale - Fuel,Gift Cards,223147,205933,5539780,2997316,185486,4749,0.5410532548223936,0.03348255706905329,577468,298273,10181,142,0.516518664237672,0.01763041415281886
Top Loyal,Sale - Price & Item,Gift Cards,3351993,2825780,1951115277,996945361,59099029,494344,0.5109617933661436,0.030289870463660974,5018708492,2201538239,228044640,2299729,0.4386662908414247,0.04543890930575292
New: Predicted Non-Loyal,Sale - Digital Coupon,General Merchandise,561774,547283,62964734,25156503,999795,69170,0.39953322124730967,0.01587865042040835,20000914,7441250,119025,9244,0.3720454975207633,0.005950978040303558
New: Predicted Opportunity,Best Customer,No Department,92373,87949,32268802,13885436,929435,38685,0.43030528372264953,0.028802897609895774,11933853,5008609,266546,7078,0.4196975612151415,0.02233528433775747
Unreliable Pattern,Brand Savings,No Department,2727719,2486999,2102856165,671293229,32952987,1794334,0.31922926549757624,0.01567058534410032,2149178512,877548831,45494997,766729,0.40831826025627044,0.02116855195879606
Narrow Consumption,Digital Coupons,Fuel,1480644,1309677,210989322,119716593,15966517,46717,0.5674059325144426,0.07567452631560188,241521513,96682362,11646977,152007,0.400305383976292,0.04822335226096402
Moderate Loyal,Services,HBC,2362192,2092903,1238734627,457180719,30860439,555477,0.3690707509381668,0.02491287344952859,1458178009,474896429,35098988,914917,0.3256779529446326,0.024070441183014712
Moderate Non-Loyal,Diigital Coupons,Grocery,1470961,1364787,29154787,13801235,1300730,17129,0.47337800821525466,0.04461462880864127,7438661,3775859,158410,1744,0.5075992843335648,0.021295499284078142
Narrow Consumption,Best Customer,Fresh,1450523,1286252,964424087,420043569,55776161,822881,0.4355382395172384,0.05783364574966283,520099156,232544739,14127735,163490,0.447116162980276,0.02716354148438572
New: Predicted Opportunity,Sale - Price & Item,Gift Cards,92223,88031,16766241,7297894,295748,8732,0.4352731181664393,0.017639493551357157,82074353,36347646,1867333,63659,0.4428624128173146,0.02275172367182718
New: Predicted Non-Loyal,Services,Adult Beverage,642005,627189,4980152,1783652,28079,3352,0.35815212065816465,0.005638181324586077,55689895,28320959,654918,32835,0.5085475381126145,0.01176008681646823
New: Predicted Loyal,Brand Savings,Gift Cards,81825,75468,17198741,8119505,678819,4865,0.47209880072035504,0.03946910997729427,58584033,29591104,2545888,31704,0.5051052733088554,0.04345702864123404
Narrow Consumption,Services,Pharmacy,1402505,1243347,202803042,76965643,5472095,54798,0.3795093122912821,0.026982312227841237,680531776,262798148,27669818,366734,0.3861658739062318,0.040659112440915614
New: Predicted Opportunity,Sale - Fuel,Pharmacy,6207,5831,140606,76849,9222,69,0.5465556235153549,0.06558752827048632,7889,2596,48,5,0.32906578780580553,0.006084421346178223
New: Predicted Opportunity,Best Customer,Adult Beverage,2839,2833,15272,9322,3378,5,0.610398114195914,0.22118910424305918,127157,69830,12167,42,0.5491636323599959,0.09568486202096621
Moderate Non-Loyal,Sale - Fuel,Multi Department,1831983,1654244,78359432,33874567,3082423,74421,0.4322972504445923,0.03933697477541695,211127763,96245524,6981405,60724,0.45586389318206344,0.033067204903790885
Unreliable Pattern,Sale - Fuel Points,Multi Department,2882848,2608929,2191771145,729740181,51857363,2692731,0.33294542756652634,0.023660026329984374,13908276184,6234050226,368360693,4291417,0.4482259442885967,0.026484999875380673
Narrow Consumption,Holiday, Fresh,1333464,1200039,35157272,13651770,336169,8644,0.3883057251996116,0.009561862478977322,201937834,94981214,11356300,87857,0.47034878070446173,0.05623661388781658
Top Loyal,Sale - Price & Item,Grocery,3377464,2839820,2359068043,1181122175,70805669,742459,0.5006732122478249,0.03001425465878349,3418776453,1655801753,135378005,855280,0.48432583287129594,0.039598378794613746
Moderate Non-Loyal,Sale - Prie,Gift Cards,294061,266073,6422782,3722333,449258,3998,0.5795515089878498,0.06994757100583517,1445942,773501,58833,197,0.5349460766752747,0.04068835402803155
Narrow Consumption,Services,No Department,1490804,1308228,854716279,299421051,22754182,545431,0.35031630771127503,0.02662191250951943,1278407745,559352888,44063241,336153,0.43753871969854186,0.03446728258048844
Bottom Non-Loyal,Weekly Specials,General Merchandise,5768465,5381147,14668542842,5554412974,196194385,6571931,0.3786615367203493,0.013375178919493113,5997654108,2217803772,72658205,6382976,0.3697785387526386,0.012114437360281331
Bottom Non-Loyal,Brand Savings,Adult Beverage,2429815,2308336,39733090,16649184,439861,20850,0.4190256534289178,0.01107039497809005,286727490,156101251,5653007,132451,0.5444237348849948,0.019715608712649074
New: Predicted Non-Loyal,Sale - Price & Item,Fuel,2977646,2893280,56630967,21477536,476787,38047,0.3792542691351182,0.008419192276903907,262108941,109169419,2678200,222143,0.4165039871722651,0.010217888751837732
New: Predicted Non-Loyal,Sale - Prie,General Merchandise,861201,838057,16120151,6329231,204465,11393,0.3926285181819947,0.012683814190077997,4498559,1645778,21879,1932,0.3658455963342928,0.00486355741916467
Unreliable Pattern,Sale - Threshold Offer,HBC,2670188,2455106,1537471874,756688048,17446631,516589,0.4921638312845,0.011347609862032508,2116872442,712133946,38837848,1688130,0.3364085298059731,0.018346805990495294
Moderate Loyal,Holiday,Grocery,2381880,2121854,995406608,413479883,17234246,470309,0.4153879225603855,0.017313774955369798,1314506311,624376093,41636271,427972,0.4749890417224478,0.03167445500381474
Narrow Consumption,Services,Fuel,1410447,1242227,57440690,20758357,1364049,26426,0.36138766787098137,0.023747085907220127,175048591,74570308,9581108,89524,0.4259977619585638,0.05473399097511159
Moderate Loyal,Sale - Price & Item,Multi Department,2523212,2206514,1855618142,874353237,48263410,921278,0.4711924383632158,0.026009343683168193,12898033807,6218493746,638926286,3104405,0.48212726366286224,0.049536719748186964
New: Predicted Non-Loyal,Sale - Threshold Offer,Multi Department,3810966,3669813,3662970871,1300198726,32904237,3590345,0.3549574298539378,0.00898293711820238,9008594959,3498571091,85378486,5440965,0.3883592399172933,0.009477447525232885
Bottom Non-Loyal,Savings - Fuel Points,Fresh,4240752,4028395,191590338,75087742,3376627,206800,0.39191820831799984,0.017624202949106965,42997785,17074714,378159,19822,0.3971068277121717,0.008794848385794756
New: Predicted Loyal,Best Customer ,Gift Cards,8296,7321,200443,102986,20842,105,0.5137919508289139,0.10397968499773003,36376,17322,1994,3,0.47619309434792173,0.054816362436771494
New: Predicted Opportunity,Best Customer,Multi Department,101836,96315,58244719,23879738,1249685,63667,0.4099897537491768,0.02145576494239761,123829242,53765658,2765880,62030,0.4341919334368533,0.022336242678445854
New: Predicted Non-Loyal,Digital Coupons,Multi Department,3811162,3669876,3551896272,1399788044,39200092,2959942,0.39409598051460215,0.011036384229184494,9008670245,3498549162,85380765,5440494,0.38835356016519396,0.009477621300145614
New: Predicted Non-Loyal,Sale - Fuel,General Merchandise,821610,800199,25716630,9746050,282640,26605,0.3789785053484846,0.010990553583420534,7041988,2537921,40741,5033,0.3603983704601598,0.005785440134234821
New: Predicted Loyal,Services,HBC,119333,110767,25034581,9777532,738187,16925,0.39056104034655104,0.029486692827013963,44026266,16115121,1026691,33311,0.36603424419413627,0.02331996540428843
Bottom Non-Loyal,Sale - Prie,No Department,4031542,3861055,75534206,33192000,1576077,67236,0.43943005106851857,0.02086573862972757,25646634,11381169,322277,6645,0.443768527285101,0.012566054477168426
Bottom Non-Loyal,Holiday,Fresh,5239912,4950894,1900454947,692029643,10472793,1220045,0.3641389363596421,0.0055106768074307845,2203735876,734777102,17580622,1646120,0.3334233970604924,0.007977644776519488
Top Loyal,Weekly Specials,Adult Beverage,3120420,2683119,362879781,174958705,24923743,58086,0.4821395794438048,0.06868319566143036,398256684,201032500,27243202,138056,0.5047812329999715,0.06840613879062982
Moderate Non-Loyal,Sale - Price & Item,Adult Beverage,1574773,1459528,50727716,25044600,804376,12006,0.49370643850789575,0.015856735990242492,196451977,93802392,7095853,82168,0.4774825554440717,0.036120038639265
Narrow Consumption,Best Customer,No Department,1487291,1305860,997391107,429331185,56514789,853643,0.4304541939333734,0.05666261570146524,675789904,295036716,23175331,178134,0.4365805322832997,0.03429369225971745
Moderate Non-Loyal,Sale - Threshold Offer,HBC,1796851,1631275,1062964511,536173969,14235769,349220,0.5044138006974346,0.0133925157920912,1329924607,467793386,30871874,1069349,0.35174428951670644,0.023213251215525484
New: Predicted Opportunity,Sale - Threshold Offer,Adult Beverage,17673,16856,320053,167905,6049,94,0.5246162354360059,0.01889999468837974,1827090,855721,59444,874,0.46835186006162804,0.03253479576813403
New: Predicted Loyal,Best Customer,Fuel,28206,26291,658299,335638,67355,334,0.5098564634003697,0.10231672841672249,1116304,552227,94344,606,0.49469230603849845,0.08451461250698734
Top Loyal,Services,Grocery,3361305,2829107,2063785854,774849737,62786024,946578,0.3754506483791414,0.0304227417192094,3369753546,1632400824,133700846,816243,0.48442736292620253,0.03967674317271866
New: Predicted Loyal,Digital Coupons,Pharmacy,127547,119038,24660367,13163091,1419255,8800,0.5337751461687492,0.05755206319516656,42842359,17553449,1240057,30814,0.4097218129375182,0.028944647982619257
Moderate Non-Loyal,Sale - Threshold Offer,No Department,1845088,1661294,1245353861,588618810,17953586,572144,0.47265185296599005,0.014416453477394406,1425798996,596506941,32403985,616317,0.41836678428969803,0.022726895650023306
Unreliable Pattern,Sale - Price & Item,Multi Department,2884051,2609816,2007392731,867928647,34081761,1270431,0.43236614021593767,0.016978123151328676,13908552865,6234148386,368369704,4296663,0.4482240853171607,0.026485120887520888
New: Predicted Non-Loyal,Sale - Fuel Points,Fuel,937937,908653,13003682,4903276,185332,8533,0.37706827958419775,0.014252271010626068,115934148,46501176,1129235,60804,0.40109990716453964,0.00974031395823084
Narrow Consumption,Sale - Threshold Offer,Adult Beverage,1314952,1191472,43804007,23862417,970745,8669,0.5447542047922693,0.022161100467361354,162061507,79893447,9758192,58465,0.4929822539537412,0.06021289188678222
Narrow Consumption,Sale - Price & Item,Fresh,1511503,1331457,1051879007,502526236,28746883,371852,0.4777414822957865,0.027329077592286238,1126498110,486643716,29892755,458240,0.4319969218590167,0.026536001023561417
New: Predicted Non-Loyal,Sale - Digital Coupon,No Department,1057881,1028157,113390874,43309856,1532409,120541,0.3819518667789791,0.013514394465290038,34416017,13865290,242769,18469,0.4028731738480952,0.007053953977300744
Moderate Loyal,Weekly Specials,Gift Cards,2515653,2201416,5784625491,2532574760,283586712,1442747,0.437811361157313,0.049024212966114734,4752992358,2056579030,180937334,2643672,0.43269142365408364,0.038068088558033404
Moderate Loyal,Weekly Specials,Fuel,2508321,2196046,739666479,326179223,35681269,173846,0.440981485927254,0.0482396728972221,404640258,160035852,17823524,269922,0.3955015568421272,0.044047826798291535
Moderate Loyal,Services,Fresh,2375445,2104532,1346409984,482235074,32821418,767559,0.3581636200938926,0.024376986497450095,1792753524,795320480,39259501,614734,0.44363068840912234,0.021898995302156214
New: Predicted Opportunity,Brand Savings,HBC,72759,69432,17551057,7510120,445848,16400,0.42790129392206977,0.025402914479737602,18633490,8197445,408401,13382,0.4399307376127607,0.02191757958385681
Top Loyal,Best Customer ,Multi Department,3330851,2798714,75018956,33891188,5278228,56958,0.45176832372873865,0.07035859043412974,197993703,94364481,12691714,41055,0.4766034453126017,0.06410160428182911
Narrow Consumption,Sale - Threshold Offer, Fresh,1330243,1198256,46690175,22603544,990937,11094,0.48411778280976675,0.021223672860510804,202965319,95813299,11555028,90849,0.47206734368249387,0.056931046431632
New: Predicted Opportunity,Seasonal,No Department,97832,93156,32648715,13329640,323474,23984,0.4082745676208083,0.009907709997162216,28162204,11011236,585637,22332,0.3909934037833118,0.020795140891671688
New: Predicted Non-Loyal,Ecommerce,Grocery,2722381,2635116,1585294214,645675199,19447753,1664545,0.4072904532785988,0.012267598549375643,788639441,286496931,8868401,576202,0.3632799934995896,0.011245190817181054
Moderate Non-Loyal,Diigital Coupons,No Department,1520984,1408749,30112183,14159352,1332913,22864,0.470220043495352,0.04426490766212466,12663557,5846308,322490,2420,0.4616639700836029,0.02546598874234151
Moderate Non-Loyal,Sale - Fuel,No Department,1639704,1496931,72930466,31950031,2905641,58724,0.43808894625738437,0.03984125098007738,25745435,11019661,550937,7289,0.42802388073846875,0.02139940537031128
Top Loyal,Digital Coupons,General Merchandise,3429935,2866979,4853817212,2773678613,407376733,994019,0.5714427412187437,0.08392914590867787,2130144156,893265700,96491731,1495961,0.41934518726534487,0.04529821642737685
Narrow Consumption,Weekly Specials,Adult Beverage,1400996,1254021,163795562,74841016,9790637,31883,0.45691723930835193,0.0597735181616215,173596598,83697171,10125956,71423,0.48213600937041406,0.05833038271867517
Moderate Loyal,Holiday,No Department,2342196,2077274,988715569,407651214,16145374,498331,0.4123038280992215,0.01632964474942945,1571438376,685011345,52979110,474107,0.43591359067076774,0.033713768741511246
New: Predicted Loyal,Digital Coupons,Produce,125904,117189,3022242,1641824,163599,1190,0.5432470331627977,0.05413166781482092,6424982,3022521,265288,4713,0.470432601990169,0.04129007676597382
New: Predicted Loyal,Sale - Fuel Points,No Department,125171,116199,58908483,23814375,2017054,68373,0.4042605374848984,0.03424046754013339,39596538,16948583,1317974,17704,0.4280319405701579,0.033285081640218143
New: Predicted Opportunity,Sale - Fuel Points,HBC,67690,64913,20836423,9657104,624203,19984,0.46347225721036667,0.029957301212400995,18093779,7558227,355963,11098,0.41772517504496987,0.0196732258087158
Narrow Consumption,Best Customer,Gift Cards,975785,874668,336415391,185220179,37686754,204003,0.5505698727083506,0.1120244644217244,543935079,277955237,46008411,189475,0.5110081105837265,0.08458437923250764
Moderate Loyal,Ecommerce,Fuel,2283904,2037777,97523956,43481856,1823627,31936,0.4458582053418752,0.018699272207538423,322095935,134420446,15171928,167410,0.4173304639811738,0.04710375497287788
New: Predicted Non-Loyal,Weekly Specials, Fresh,2342476,2264721,309518736,116479984,2680656,169464,0.37632611681381384,0.008660722884316767,297448393,113448374,2736758,205311,0.3814052342182262,0.009200782604328947
New: Predicted Loyal,Best Customer,Fresh,115804,108120,40263934,18031833,1925057,46005,0.44784081456123986,0.04781095160746091,16839548,7358227,405541,7729,0.436961075202256,0.024082653524904588
Moderate Loyal,Brand Savings,Produce,1975015,1755105,41980764,20081723,1191882,9743,0.4783553486544456,0.02839114600201178,210845176,111844289,11971146,96849,0.5304569500798064,0.05677694992651859
New: Predicted Non-Loyal,Sale - Threshold Offer,Fuel,2268658,2203971,31245750,13240992,241598,18294,0.4237693766352224,0.007732187577510542,219365949,94873323,2288552,161174,0.4324888317101575,0.01043257629742709
Bottom Non-Loyal,Services,No Department,5337634,5013551,3934876102,1254401166,44441243,4215971,0.3187905116916944,0.011294191188742034,2551529848,993615532,28885557,1198928,0.38941952130359714,0.011320877560041775
Top Loyal,Sale - Prie,General Merchandise,2824334,2472188,56276936,28247884,4499918,27039,0.5019442423091406,0.07996025227812686,12449432,5868185,326179,2134,0.4713616653354145,0.02620031178932501
Narrow Consumption,Digital Coupons,No Department,1522612,1333823,2139644587,1195059186,155067641,556936,0.5585316333660792,0.07247355095428286,1351968687,582795290,45578268,482559,0.43107158886439506,0.03371251748525149
New: Predicted Opportunity,Sale - Fuel Points, Fresh,12103,11522,89506,39726,3714,28,0.44383616740777154,0.041494424954751634,1685492,750845,65283,895,0.44547526775564644,0.038732310803017755
Unreliable Pattern,Weekly Specials,Grocery,2881335,2607669,7331313580,2978168331,195242982,2396565,0.40622574638254666,0.026631377838294567,2069335970,862722200,40723433,1334604,0.41690774843101,0.019679468965109616
Moderate Loyal,Sale - Prie,No Department,2061402,1879004,40346611,19577508,2545321,26397,0.48523302242163535,0.06308636430455088,21361803,10074638,805853,3436,0.47161927296118217,0.03772401608609535
New: Predicted Opportunity,Digital Coupons,Multi Department,101940,96399,90591409,40815334,2270208,59137,0.45054309730407216,0.025059859704798276,234458569,101565921,5207229,115550,0.4331934696743799,0.022209591324427132
New: Predicted Non-Loyal,Best Customer,Produce,24866,24804,192620,110451,32647,79,0.5734139757034575,0.16948914962101547,1549178,759338,96000,864,0.49015542436053183,0.06196834708471202
Moderate Non-Loyal,Sale - Fuel Points,Multi Department,1937090,1732361,1435692208,499179846,40603361,1729871,0.3476928015757539,0.028281382857515656,9508824935,4419503830,318285409,2848020,0.46477917726013956,0.033472633177676646
Bottom Non-Loyal,Digital Coupons,Fuel,5373415,5063485,620993245,323797342,11895592,241369,0.5214184608401015,0.01915575104202623,1198833980,463668975,14889037,898965,0.38676662718552574,0.01241959875044583
New: Predicted Loyal,Best Customer,Pharmacy,41182,38018,4710978,2538389,379221,3746,0.5388242101746177,0.08049729801327878,3792719,1543030,251720,2055,0.4068400532704901,0.06636927228196975
Unreliable Pattern,Digital Coupons,Grocery,2799967,2552023,3806566410,2008096195,135966333,1215718,0.527534785607484,0.03571889160867155,1917716940,821820525,36785050,1047712,0.42854109897991516,0.01918168903487915
Top Loyal,Ecommerce, Fresh,2835306,2468829,63328435,30328497,1241031,17041,0.47890804501958717,0.01959674196906966,435701186,218945201,29497009,159840,0.5025122906137786,0.06770008884024474
Unreliable Pattern,Seasonal,Grocery,2767506,2531221,2209212998,870705984,19702992,1021125,0.39412495978805573,0.008918556978361577,1790912479,765945269,33868434,930050,0.4276843664787485,0.01891127254800931
Moderate Non-Loyal,Diigital Coupons,Pharmacy,621796,576237,13887891,8010913,865514,6770,0.5768271798792199,0.062321485674102714,1078069,176759,5566,266,0.16395889316917564,0.005162934839977775
Narrow Consumption,Ecommerce,Fuel,1405453,1247044,54691106,23749016,902907,17559,0.43423908816179363,0.016509210839510177,186899429,78558037,9711264,91175,0.4203225093855156,0.05195983771571608
Moderate Non-Loyal,Best Customer,Grocery,1829858,1656193,1325134341,569595943,46734836,1246816,0.42984014931660425,0.03526799853721397,554335539,261889897,14152540,180279,0.47243930539333506,0.025530638041953144
Bottom Non-Loyal,Sale - Price & Item,Grocery,5438337,5116838,2906970770,1161827583,27653855,1775694,0.39966950992080325,0.009512945670244907,2847894879,1055782859,29773651,2281296,0.3707239571183624,0.010454617275218606
Moderate Non-Loyal,Sale - Threshold Offer,General Merchandise,1866106,1683575,1211306902,578112483,17119058,500130,0.47726342683714024,0.014132717292153265,1409735948,582330375,36643339,1172882,0.4130776233848298,0.025993051430649904
New: Predicted Opportunity,Seasonal,Fresh,97104,92567,28090116,11425876,265199,19206,0.40675787882114833,0.00944100764838422,27840929,10347862,408458,21560,0.37167804278370165,0.014671133998438056
Moderate Loyal,Sale - Price & Item,Grocery,2432351,2152235,1650541522,802808759,40983831,583605,0.48639113181910004,0.024830536192957404,1998601263,945461992,65132194,672340,0.4730618405498326,0.03258888864216634
New: Predicted Opportunity,Sale - Fuel Points,Gift Cards,32059,30503,2454223,1069845,95731,1002,0.43592004475550916,0.03900664283563474,27033106,12865859,792648,15056,0.4759297359319347,0.029321380976348038
Top Loyal,Sale - Prie,Fresh,2830659,2479126,56605827,28376294,4555793,31603,0.5012963418059416,0.08048275666036997,26269443,12611253,528605,5849,0.4800731024255063,0.020122428937682464
Bottom Non-Loyal,Ecommerce,Multi Department,5781133,5390862,4756901403,1640859168,56353543,6888423,0.34494285859386775,0.01184669141228362,25423945816,10524339353,327074020,10891388,0.4139538146111348,0.012864801646727991
Moderate Non-Loyal,Best Customer ,Grocery,1617457,1483534,36318408,15552966,1452496,35550,0.4282392003526146,0.03999338296987027,12525334,6124539,300210,3932,0.48897211044432026,0.023968223122832494
Moderate Loyal,Sale - Digital Coupon,General Merchandise,1757285,1615828,196884113,97451746,12297553,137730,0.4949700842545889,0.06246087006522461,32020801,14172394,588268,6351,0.4425996089229623,0.018371432994446327
New: Predicted Non-Loyal,Sale - Prie,Grocery,620330,602385,11568824,4726217,150694,6263,0.4085304608316282,0.013025870218096498,1506235,630053,12150,592,0.41829661374221155,0.008066470371489177
New: Predicted Loyal,Sale - Price & Item,Produce,123335,115112,1171796,544801,28287,539,0.4649281956927656,0.024139867348924215,5990024,2868150,258029,4479,0.4788211199153793,0.043076455119378486
New: Predicted Non-Loyal,Sale - Fuel Points,Adult Beverage,658952,639701,4890317,1669030,42824,3912,0.34129280371804116,0.00875689653656399,76762394,31220407,772359,27163,0.4067148687415872,0.010061684631670034
New: Predicted Non-Loyal,Sale - Fuel Points,Produce,717406,696313,1559054,579842,14990,1019,0.37191912531573634,0.009614804875264102,43584077,18299730,498762,29781,0.4198719179024945,0.011443674716341935
New: Predicted Opportunity,Sale - Digital Coupon,Pharmacy,2389,2250,95988,56420,8847,76,0.5877818060590907,0.09216777097137142,24257,13336,490,4,0.5497794451086284,0.02020035453683473
New: Predicted Loyal,Digital Coupons,No Department,133659,123859,83603230,43448290,4490886,34477,0.5196963083842574,0.05371665664113695,67812673,28299765,1743023,38183,0.4173226588487376,0.02570349940342272
New: Predicted Loyal,Services,Fresh,123992,115214,34890624,13176745,965695,36416,0.3776586225571661,0.027677779566223866,37211846,15707826,811955,19754,0.42211896716975555,0.021819798996265866
New: Predicted Loyal,Best Customer,Gift Cards,35315,32900,7787920,4321979,860006,4985,0.5549593472968392,0.1104282016250809,12427969,6011852,868942,5539,0.4837356771649495,0.06991826258980852
Top Loyal,Brand Savings,Adult Beverage,2634742,2290676,137518901,65549638,5890296,20272,0.47665911757104573,0.04283262851264351,348530634,189948232,26261000,107783,0.5449972354510451,0.0753477526454676
Unreliable Pattern,Savings - Fuel Points,Multi Department,2753707,2511168,117118782,46512160,3830465,121953,0.39713664371953594,0.03270581314617838,308560393,130322644,7951734,98337,0.4223570067853783,0.025770429972196723
New: Predicted Non-Loyal,Savings - Fuel Points,Multi Department,2978200,2874961,116702569,41702133,1321244,129252,0.35733688947327286,0.011321464568616308,202186899,74856508,1986722,123271,0.3702342158183058,0.009826165838766833
Unreliable Pattern,Sale - Fuel,Fresh,2380510,2215489,105148856,44844022,3473442,87411,0.4264813114086567,0.03303356909560671,30064313,12919377,373743,8719,0.4297246705753762,0.012431449872145756
Unreliable Pattern,Sale - Price & Item,Gift Cards,2728647,2500681,1389109133,648633567,22603294,469939,0.4669421225380425,0.016271791368317207,5865751412,2516920318,141558045,3419083,0.42908745039057583,0.024132977185225456
Top Loyal,Diigital Coupons,Grocery,2849279,2489749,58813344,29439263,4746967,29019,0.5005541429509602,0.08071241451599827,27003443,13658182,1223053,3801,0.5057940944789893,0.045292483628846886
New: Predicted Opportunity,Sale - Price & Item,No Department,97416,92715,27976872,10999160,445557,22382,0.39315188631523923,0.01592590479736262,32836669,13625825,663843,26551,0.41495758902950847,0.020216514653176303
New: Predicted Opportunity,Sale - Digital Coupon,HBC,8412,8041,1001494,520456,56753,952,0.5196795986795727,0.056668337503769366,152881,77096,3159,34,0.5042876485632616,0.02066313014697706
New: Predicted Opportunity,Ecommerce,Pharmacy,59598,57052,3556174,1574113,87965,2911,0.4426422891568298,0.024735853757437067,17139320,7088021,361083,11892,0.41355322148136564,0.021067521932025306
Bottom Non-Loyal,Services,Gift Cards,4816581,4544986,739914539,269195713,7814727,391803,0.36382000732654884,0.010561661635358134,7800475465,3525937875,118760718,4554727,0.4520157637596005,0.015224805017702854
Narrow Consumption,Sale - Fuel Points,Fuel,1369614,1222640,45645110,18831265,2286753,20863,0.412558212697921,0.05009853191283798,182506879,78187044,9893311,83999,0.4284060109317852,0.05420788002188126
Moderate Loyal,Holiday,Fuel,2253731,2024884,90188459,38483845,1077161,23626,0.4267047627457522,0.01194344611210177,188577822,69575693,7771996,115855,0.368949499268265,0.041213732970147465
New: Predicted Opportunity,Diigital Coupons,No Department,17725,16950,368089,164889,11899,302,0.44795959672796526,0.03232642105577727,100330,46932,2673,26,0.46777633808432173,0.02664208113226353
Unreliable Pattern,Digital Coupons,No Department,2790545,2538325,3767564457,1987288538,133785746,1219497,0.5274730029655336,0.03550987581683729,2258748785,908865421,46932311,1021999,0.4023756103536764,0.02077801272619168
Top Loyal,Brand Savings,Pharmacy,3113316,2657152,1131190743,534965432,42277487,203328,0.47292239201076985,0.03737432193608395,1332173236,582315182,70307675,713373,0.4371167099471739,0.0527766758106526
Bottom Non-Loyal,Sale - Threshold Offer,Pharmacy,5120547,4845647,742669581,355190348,4856865,322458,0.4782616079707188,0.006539738699759672,3450205236,1320148080,39476970,2438218,0.3826288552997837,0.011441919335142995
New: Predicted Non-Loyal,Services, Fresh,301827,287954,1717526,651566,14925,853,0.3793631071669366,0.008689824782856272,34699115,17399967,596452,18153,0.5014527603946095,0.017189256844158705
Moderate Loyal,Sale - Fuel Points,Fresh,2349253,2091683,1373999016,488386965,54091796,1254125,0.3554492829418446,0.03936814755331673,1774710400,790445014,38248037,560615,0.4453938028424243,0.021551706126250233
New: Predicted Opportunity,Weekly Specials,Fuel,99871,94526,16481947,6740988,308175,7735,0.40899221433001814,0.018697730310624102,14989598,6131812,237289,10025,0.4090711438692352,0.01583024441349261
New: Predicted Opportunity,Sale - Price & Item,General Merchandise,95421,90964,23052307,9219004,382420,13686,0.39991676321159525,0.016589229008619397,41808567,17670582,846064,41263,0.422654572207653,0.02023661801180605
